Rank,Pair,Stock1_Permco,Stock2_Permco,Num_Trades,Total_PnL,Avg_PnL,Sharpe_Ratio,Diverge_Date,Converge_Date,Entry_Spread,Exit_Spread,Position_Type,Trade_PnL,Days_Held
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-02-12,2024-02-14,-0.0401603395066823,0.018647989539267495,Long S1/Short S2,-0.05880832904594979,2
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-02-27,2024-03-08,0.04223183547455922,0.0097565406244704,Short S1/Long S2,-0.03247529485008882,10
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-03-19,2024-03-21,0.03747750710238118,-0.0005229006650491197,Short S1/Long S2,-0.0380004077674303,2
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-03-25,2024-04-05,0.03321163835323815,0.0018463139711455412,Short S1/Long S2,-0.03136532438209261,11
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-05-14,2024-05-22,0.0313205537160568,-0.030402963742397704,Short S1/Long S2,-0.0617235174584545,8
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-05-23,2024-06-03,-0.05105448763629328,0.02122391968275794,Long S1/Short S2,-0.07227840731905122,11
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-06-07,2024-06-10,-0.027985045330974234,0.019408670040769627,Long S1/Short S2,-0.04739371537174386,3
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-06-13,2024-06-14,-0.017701626093705514,0.011809744998284355,Long S1/Short S2,-0.02951137109198987,1
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-06-24,2024-06-25,-0.01365942728855063,0.011842374294553482,Long S1/Short S2,-0.02550180158310411,1
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-08-02,2024-09-13,0.03162575157458991,0.010583084851189195,Short S1/Long S2,-0.021042666723400716,42
10,YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,59276,59291,14,-0.5612414263399164,-0.04008867330999403,-35.85847166977242,2024-10-28,2024-12-31,0.039704053601248956,0.027943844863204337,Short S1/Long S2,-0.01176020873804462,64
11,GREAT SOUTHERN BANCORP INC-PEOPLES BANCORP INC,10421,11950,1,0.021958911652409152,0.021958911652409152,,2024-01-02,2024-12-31,0.02283499999999994,0.04479391165240909,Short S1/Long S2,0.021958911652409152,364
12,WESBANCO INC-FIRST MERCHANTS CORP,9147,10218,2,-0.13560184860735924,-0.06780092430367962,-441.5759444328757,2024-01-29,2024-02-07,0.04564993342018264,-0.019707863980952367,Short S1/Long S2,-0.06535779740113501,9
12,WESBANCO INC-FIRST MERCHANTS CORP,9147,10218,2,-0.13560184860735924,-0.06780092430367962,-441.5759444328757,2024-07-26,2024-08-05,-0.06699417818916897,0.0032498730170552603,Long S1/Short S2,-0.07024405120622423,10
13,FIRST FINANCIAL BANCORP OHIO-FIRST HAWAIIAN INC,6736,55670,1,-0.008844717793952905,-0.008844717793952905,,2024-02-16,2024-12-31,-0.01941963791664303,-0.010574920122690123,Long S1/Short S2,-0.008844717793952905,319
14,REPUBLIC BANCORP INC KY-F B FINANCIAL CORP,16222,55705,1,0.017111099591499257,0.017111099591499257,,2024-01-02,2024-12-31,0.00659299999999996,-0.010518099591499297,Long S1/Short S2,0.017111099591499257,364
15,UNITED BANKSHARES INC-RENASANT CORP,9213,11479,2,-0.07085783503763932,-0.03542891751881966,-13.111124816331023,2024-05-29,2024-09-26,-0.035793682586538256,0.04272355884937329,Long S1/Short S2,-0.07851724143591154,120
15,UNITED BANKSHARES INC-RENASANT CORP,9213,11479,2,-0.07085783503763932,-0.03542891751881966,-13.111124816331023,2024-12-27,2024-12-31,-0.04204732066290018,-0.04970672706117241,Long S1/Short S2,0.007659406398272228,4
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-01-16,2024-06-03,-0.012759553006051472,0.014946194772992305,Long S1/Short S2,-0.027705747779043777,139
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-06-04,2024-06-17,-0.007714252771140018,0.01116292125709295,Long S1/Short S2,-0.018877174028232968,13
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-06-18,2024-06-27,-0.01719512965115788,0.009277939229154208,Long S1/Short S2,-0.02647306888031209,9
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-07-01,2024-07-02,0.03457713541168439,-0.019442903358403152,Short S1/Long S2,-0.05402003877008754,1
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-07-03,2024-07-19,-0.02227047961092521,0.022716272308641594,Long S1/Short S2,-0.0449867519195668,16
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-07-22,2024-07-25,-0.02464903236646876,0.036355164727370104,Long S1/Short S2,-0.06100419709383886,3
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-07-29,2024-09-18,-0.010072304020508405,0.025885695723090185,Long S1/Short S2,-0.03595799974359859,51
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-09-19,2024-09-20,-0.014681394879245246,0.030721116508066526,Long S1/Short S2,-0.04540251138731177,1
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-09-23,2024-09-26,-0.055470421314598894,0.016121768368980716,Long S1/Short S2,-0.07159218968357961,3
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-09-27,2024-12-06,-0.009091145419078517,0.03369480592495688,Long S1/Short S2,-0.0427859513440354,70
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-09,2024-12-11,-0.02023761050799755,0.02083133549632543,Long S1/Short S2,-0.04106894600432298,2
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-12,2024-12-13,-0.016859680844212965,0.03686268786788993,Long S1/Short S2,-0.0537223687121029,1
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-16,2024-12-17,0.04972662295896657,-0.03408726613253488,Short S1/Long S2,-0.08381388909150145,1
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-18,2024-12-19,-0.015005745092070422,0.017039344795913847,Long S1/Short S2,-0.03204508988798427,1
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-20,2024-12-27,0.05196809656528556,-0.019364183557261105,Short S1/Long S2,-0.07133228012254667,7
16,WINVEST ACQUISITION CORP-GLOBAL STAR ACQUISITION INC,58752,59398,16,-0.7323612041479087,-0.045772575259244296,-39.48951261998887,2024-12-30,2024-12-31,-0.05235182322299092,-0.03077882352314787,Long S1/Short S2,-0.021572999699843054,1
17,COMMUNITY BANK SYSTEM INC-ENTERPRISE FINANCIAL SVCS CORP,7871,46273,1,-0.09888320795383221,-0.09888320795383221,,2024-04-01,2024-12-31,0.03213466131400122,-0.06674854663983099,Short S1/Long S2,-0.09888320795383221,274
18,COMMUNITY FINANCIAL SYSTEM INC-ENTERPRISE FINANCIAL SVCS CORP,7871,46273,1,-0.09888320795383221,-0.09888320795383221,,2024-04-01,2024-12-31,0.03213466131400122,-0.06674854663983099,Short S1/Long S2,-0.09888320795383221,274
19,WESTAMERICA BANCORPORATION-ORIGIN BANCORP INC,2253,56376,1,-0.0209770014222862,-0.0209770014222862,,2024-01-09,2024-12-31,0.03140881735430334,0.010431815932017141,Short S1/Long S2,-0.0209770014222862,357
20,FULTON FINANCIAL CORP PA-WSFS FINANCIAL CORP,5440,8766,1,0.011644425534685365,0.011644425534685365,,2024-03-04,2024-12-31,0.03592745832521571,0.047571883859901076,Short S1/Long S2,0.011644425534685365,302
