Pair,Num_Trades,Total_PnL,Avg_PnL
ARROWROOT ACQUISITION CORP-BOLT PROJECTS HOLDINGS INC,0,0.0,0.0
ILEARNINGENGINES INC-GOLDEN ARROW MERGER CORP,0,0.0,0.0
ILEARNINGENGINES INC-BOLT PROJECTS HOLDINGS INC,0,0.0,0.0
SPIRE GLOBAL INC-COINBASE GLOBAL INC,0,0.0,0.0
KATAPULT HOLDINGS INC-FISCALNOTE HOLDINGS INC,0,0.0,0.0
XBP EUROPE HOLDINGS INC-GIGCAPITAL5 INC,0,0.0,0.0
XBP EUROPE HOLDINGS INC-QT IMAGING HOLDINGS INC,0,0.0,0.0
SYNTEC OPTICS HOLDINGS INC-CONCORD ACQUISITION CORP III,0,0.0,0.0
SYNTEC OPTICS HOLDINGS INC-GCT SEMICONDUCTOR HOLDING INC,0,0.0,0.0
AEYE INC-ENOVIX CORP,0,0.0,0.0
SEASTAR MEDICAL HOLDING CORP-AEON BIOPHARMA INC,0,0.0,0.0
HYLIION HOLDINGS CORP-BUZZFEED INC,0,0.0,0.0
SENMIAO TECHNOLOGY LTD-SELECTQUOTE INC,0,0.0,0.0
CXAPP INC-ENVOY MEDICAL INC,0,0.0,0.0
CONNECTM TECHNOLOGY SOLUTIONS IN-FEUTUNE LIGHT ACQUISITION CORP,0,0.0,0.0
MONTEREY CAPITAL ACQ CORP-THUNDER POWER HOLDINGS INC,0,0.0,0.0
MONTEREY CAPITAL ACQ CORP-FEUTUNE LIGHT ACQUISITION CORP,0,0.0,0.0
PATRIOT NATIONAL BANCORP INC-VACASA INC,0,0.0,0.0
CERO THERAPEUTICS HOLDINGS INC-BENEFICIENT,0,0.0,0.0
FIRST NORTHWEST BANCORP-OPEN LENDING CORP,0,0.0,0.0
DISCOVER FINANCIAL SERVICES-SYNCHRONY FINANCIAL,0,0.0,0.0
BOWLERO CORP-FALCONS BEYOND GLOBAL INC,0,0.0,0.0
LUCKY STRIKE ENTERTAINMENT CORP-FALCONS BEYOND GLOBAL INC,0,0.0,0.0
AMBAC FINANCIAL GROUP INC-PLAYSTUDIOS INC,0,0.0,0.0
CANOO INC-NKGEN BIOTECH INC,0,0.0,0.0
N R X PHARMACEUTICALS INC-NEW FORTRESS ENERGY INC,0,0.0,0.0
C P I CARD GROUP INC-I C C HOLDINGS INC,0,0.0,0.0
NEW YORK COMMUNITY BANCORP INC-BAKKT HOLDINGS INC,0,0.0,0.0
FLAGSTAR FINANCIAL INC-BAKKT HOLDINGS INC,0,0.0,0.0
DESKTOP METAL INC-BEAUTY HEALTH CO,0,0.0,0.0
SMITH & WESSON BRANDS INC-MILL CITY VENTURES III LTD,0,0.0,0.0
NUVVE HOLDING CORP-NUBIA BRAND INTERNATIONAL CORP,0,0.0,0.0
NUVVE HOLDING CORP-SOLIDION TECHNOLOGY INC,0,0.0,0.0
ATLANTIC AMERICAN CORP-CHARGEPOINT HOLDINGS INC,0,0.0,0.0
SIERRA BANCORP-BANCORP INC,0,0.0,0.0
USIO INC-WILLSCOT MOBILE MINI HLDGS CORP,0,0.0,0.0
VINCERX PHARMA INC-AIRSHIP A I HOLDINGS INC,0,0.0,0.0
HENNESSY CAPITAL INV CORP VI-DMY SQUARED TECHNOLOGY GROUP INC,0,0.0,0.0
YOTTA ACQUISITION CORP-GLOBAL BLOCKCHAIN ACQ CORP,0,0.0,0.0
BANK O Z K-BRIGHTHOUSE FINANCIAL INC,0,0.0,0.0
BERKSHIRE HATHAWAY INC DEL-C N A FINANCIAL CORP,0,0.0,0.0
M G I C INVESTMENT CORP WIS-N M I HOLDINGS INC,0,0.0,0.0
MARBLEGATE ACQUISITION CORP-BELLEVUE LIFE SCIENCES ACQ CORP,0,0.0,0.0
BANNIX ACQUISITION CORP-BYNORDIC ACQUISITION CORP,0,0.0,0.0
AQUARON ACQUISITION CORP-ESH ACQUISITION CORP,0,0.0,0.0
OPPENHEIMER HOLDINGS INC-U S C B FINANCIAL HLDGS INC,1,-0.0006535531641669312,-0.0006535531641669312
UNITED FIRE GROUP INC-AMERICAN COASTAL INSURANCE CORP,1,-0.0007446516312143991,-0.0007446516312143991
S L M CORP-RESERVOIR MEDIA INC,1,-0.001447946025608715,-0.001447946025608715
PATHWARD FINANCIAL INC-Q C R HOLDINGS INC,1,-0.0033086504842059217,-0.0033086504842059217
MIDLAND STATES BANCORP INC-SOUTHERN CALIFORNIA BANCORP,2,-0.01927888153053714,-0.00963944076526857
MIDLAND STATES BANCORP INC-CALIFORNIA BANCORP,2,-0.01927888153053714,-0.00963944076526857
EOS ENERGY ENTERPRISES INC-COMPOSECURE INC,2,-0.019891842455812214,-0.009945921227906107
WESTAMERICA BANCORPORATION-ORIGIN BANCORP INC,1,-0.023077237007737006,-0.023077237007737006
HIPPO HOLDINGS INC-NEXTNAV INC,1,-0.02506311831568908,-0.02506311831568908
AMERICAN FINANCIAL GROUP INC NEW-EMPLOYERS HOLDINGS INC,1,-0.025647122943298406,-0.025647122943298406
ASSOCIATED BANC CORP-F N B CORP PA,2,-0.025735420741989312,-0.012867710370994656
SHORE BANCSHARES INC-FIRST COMMUNITY CORP SC,1,-0.026544505155852605,-0.026544505155852605
EAGLE BANCORP INC-KEARNY FINANCIAL CORP NEW,2,-0.028119772201459226,-0.014059886100729613
COHEN & STEERS INC-BLACKSTONE INC,2,-0.02920261426622517,-0.014601307133112584
HARTFORD FINANCIAL SVCS GRP INC-COREBRIDGE FINANCIAL INC,1,-0.030007527511031418,-0.030007527511031418
INTERNATIONAL BANCSHARES CORP-PREFERRED BANK LOS ANGELES,2,-0.033498083747109275,-0.016749041873554638
FIRST FINANCIAL CORP IN-UNITED COMMUNITY BANKS INC GA,1,-0.03586260186215262,-0.03586260186215262
ATLANTIC UNION BANKSHARES CORP-HOPE BANCORP INC,1,-0.03680588549260877,-0.03680588549260877
STEPSTONE GROUP INC-PERELLA WEINBERG PARTNERS,1,-0.038407773890225316,-0.038407773890225316
CINCINNATI FINANCIAL CORP-JPMORGAN CHASE & CO,1,-0.03909289055876908,-0.03909289055876908
INDEPENDENT BANK CORP MA-FIRST LONG ISLAND CORP,3,-0.04048008436047712,-0.013493361453492373
FIRST CITIZENS BANCSHARES INC NC-LAZARD INC,1,-0.04705705408273775,-0.04705705408273775
FIRST BANCORP INC ME-CHEMUNG FINANCIAL CORP,2,-0.04737779033230172,-0.02368889516615086
KEMPER CORP DE-PRIMERICA INC,1,-0.048215331833271646,-0.048215331833271646
STIFEL FINANCIAL CORP-UNUM GROUP,2,-0.048882425041726574,-0.024441212520863287
AFFILIATED MANAGERS GROUP INC-MORNINGSTAR INC,2,-0.05152223558788949,-0.025761117793944743
BANK OF AMERICA CORP-CITIGROUP INC,1,-0.053686956630699,-0.053686956630699
RADIAN GROUP INC-ENACT HOLDINGS INC,2,-0.057020669624408216,-0.028510334812204108
CHEMED CORP NEW-ALERUS FINANCIAL CORP,1,-0.060808492485490695,-0.060808492485490695
SOLID POWER INC-B R C INC,1,-0.06277194523172736,-0.06277194523172736
FIRST FINANCIAL BANCORP OHIO-FIRST HAWAIIAN INC,2,-0.06372765187876572,-0.03186382593938286
AMES NATL CORP-STERLING BANCORP INC,2,-0.06424342215478596,-0.03212171107739298
PRINCIPAL FINANCIAL GROUP INC-VOYA FINANCIAL INC,1,-0.0657975926303922,-0.0657975926303922
WELLS FARGO & CO NEW-HEALTHEQUITY INC,1,-0.06706930072557882,-0.06706930072557882
FULTON FINANCIAL CORP PA-WSFS FINANCIAL CORP,1,-0.06831433902905437,-0.06831433902905437
U S BANCORP DEL-PROSPERITY BANCSHARES INC,2,-0.06915270967127496,-0.03457635483563748
WISDOMTREE INC-NEXTDOOR HOLDINGS INC,1,-0.07117041873884822,-0.07117041873884822
BYLINE BANCORP INC-AMALGAMATED FINANCIAL CORP,1,-0.0732422262817205,-0.0732422262817205
PINSTRIPES HOLDINGS INC-ALSET CAPITAL ACQUISITION CORP,2,-0.07612219887955174,-0.03806109943977587
PINSTRIPES HOLDINGS INC-HWM INTERNATIONAL INC,2,-0.07612219887955174,-0.03806109943977587
GENWORTH FINANCIAL INC-FIRST AMERICAN FINL CORP NEW,1,-0.0796147430404337,-0.0796147430404337
COMMERCE BANCSHARES INC-OLD NATIONAL BANCORP,3,-0.08032590531017902,-0.026775301770059674
C N B FINANCIAL CORP PA-BERKSHIRE HILLS BANCORP INC,1,-0.08437180417779189,-0.08437180417779189
MARKEL GROUP INC-LOEWS CORP,1,-0.08526283754996677,-0.08526283754996677
UNITED BANKSHARES INC-RENASANT CORP,1,-0.08580127648774871,-0.08580127648774871
EQUITY BANCSHARES INC-NICOLET BANKSHARES INC,2,-0.08655757658907959,-0.043278788294539794
FIRST COMMUNITY BANCSHARES INC-FIRST MID BANCSHARES INC,2,-0.0894144370888943,-0.04470721854444715
S E I INVESTMENTS CO-FEDERATED HERMES INC,1,-0.08983389462544844,-0.08983389462544844
LENDINGCLUB CORP-COASTAL FINANCIAL CORP,1,-0.09356791897497008,-0.09356791897497008
GUARANTY BANCSHARES INC-L C N B CORP,1,-0.09376522396246889,-0.09376522396246889
SILVERCREST ASSET MNGMNT GRP INC-PROVIDENT BANCORP INC MD,1,-0.09466587722367281,-0.09466587722367281
SOUTHSIDE BANCSHARES INC-FARMERS NATIONAL BANC CORP,2,-0.09477751335443707,-0.047388756677218535
HUNTINGTON BANCSHARES INC-WINTRUST FINANCIAL CORP,1,-0.09798207093339384,-0.09798207093339384
OLD SECOND BANCORP INC-BANK FIRST CORP,1,-0.10086358442865562,-0.10086358442865562
SCHWAB CHARLES CORP NEW-ONEMAIN HOLDINGS INC,1,-0.10267294141389027,-0.10267294141389027
MANHATTAN BRIDGE CAPITAL INC-VELOCITY FINANCIAL INC,1,-0.10267637099200488,-0.10267637099200488
POPULAR INC-MARSH & MCLENNAN COS INC,2,-0.10620376286132704,-0.05310188143066352
U M B FINANCIAL CORP-WESTERN ALLIANCE BANCORPORATION,1,-0.10957419584974737,-0.10957419584974737
WAFD INC-BURKE & HERBERT FINANCIAL SERV C,2,-0.1131623113329856,-0.0565811556664928
CADENCE BANK-MERCANTILE BANK CORP,2,-0.1136162296243799,-0.05680811481218995
CITY HOLDING CO-HANCOCK WHITNEY CORP,2,-0.11386247462102239,-0.056931237310511196
FIDELITY NATIONAL FINL INC NEW-PENNYMAC FINANCIAL SVCS INC NEW,2,-0.11489754309496947,-0.057448771547484734
REGIONS FINANCIAL CORP NEW-P N C FINANCIAL SERVICES GRP INC,4,-0.11588923321616429,-0.028972308304041072
NAUTILUS BIOTECHNOLOGY INC-MODULAR MEDICAL INC,2,-0.1177254811036399,-0.05886274055181995
SELECTIVE INSURANCE GROUP INC-VIRTUS INVESTMENT PARTNERS INC,2,-0.11814138338441693,-0.059070691692208466
TRICO BANCSHARES-PEOPLES FINANCIAL SERVICES CORP,1,-0.11902329739814288,-0.11902329739814288
SIMMONS 1ST NATIONAL CORP-SOUTHSTATE CORP,3,-0.12003759177058915,-0.04001253059019638
ZIONS BANCORPORATION N A-COMMUNITY TRUST BANCORP INC,2,-0.12074583742888634,-0.06037291871444317
GERMAN AMERICAN BANCORP INC-METROCITY BANKSHARES INC,3,-0.12301357809503677,-0.04100452603167892
LINCOLN NATIONAL CORP-NELNET INC,1,-0.12403047448489746,-0.12403047448489746
WASHINGTON TRUST BANCORP INC-CONNECTONE BANCORP INC NEW,1,-0.12415167424926699,-0.12415167424926699
CARVER BANCORP INC-AMERICOLD REALTY TRUST INC,2,-0.1261038502296009,-0.06305192511480046
N B T BANCORP INC-VIRGINIA NATL BANKSHARES CORP,1,-0.12646965399978694,-0.12646965399978694
AMERICAN INTERNATIONAL GROUP INC-T ROWE PRICE GROUP INC,2,-0.12652862477583615,-0.06326431238791808
HANOVER INSURANCE GROUP INC-METLIFE INC,2,-0.12743163682695413,-0.06371581841347707
FIRST FINANCIAL BANKSHARES INC-BANKFINACIAL CORP,1,-0.1282992460156216,-0.1282992460156216
A P I GROUP CORP-GRANITE RIDGE RESOURCES INC,2,-0.1322479198770673,-0.06612395993853365
GALLAGHER ARTHUR J & CO-INTERCONTINENTALEXCHANGE GRP INC,2,-0.1369155132231603,-0.06845775661158016
INTERACTIVE BROKERS GROUP INC-PALOMAR HOLDINGS INC,2,-0.14690828402366873,-0.07345414201183437
